OPEID,School Name,City,State,Year,Foreign Gift Received Date,Foreign Gift Amount,Adjusted to 2013 Dollars,Gift Type,Country of Giftor,Giftor Name,Comments
131500,"University of California, Los Angeles",Los Angeles,CA,2011,12/2/11,"$3,422.00 ","$3,545.25 ",Monetary Gift,SPAIN,Institut Ramon Llull,
131500,"University of California, Los Angeles",Los Angeles,CA,2011,6/14/11,"$3,484.00 ","$3,609.48 ",Monetary Gift,SWITZERLAND,"Huber, Ueli",
113100,California Institute of Technology,Pasadena,CA,2011,9/1/11,$770.00 ,,Contract,SOUTH KOREA,KOREA INSTITUTE OF SCIENCE AND TECH,
113100,California Institute of Technology,Pasadena,CA,2011,9/1/11,"$1,494.00 ",,Contract,SOUTH KOREA,"SAMSUNG ELECTRONICS COMPANY, LTD.",
113100,California Institute of Technology,Pasadena,CA,2011,9/1/11,"$14,744.00 ",,Contract,SOUTH KOREA,KOREA INSTITUTE OF SCIENCE AND TECH,
113100,California Institute of Technology,Pasadena,CA,2009,9/1/11,"$1,131.00 ",,Contract,GERMANY,PIEZOMECHANIK GMBH,
113100,California Institute of Technology,Pasadena,CA,2009,9/1/11,"$1,977.00 ",,Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC,
113100,California Institute of Technology,Pasadena,CA,2009,9/1/11,"$111,473.00 ",,Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC,
113100,California Institute of Technology,Pasadena,CA,2009,9/1/11,"$13,093.00 ",,Contract,JAPAN,TAMAGAWA UNIVERSITY,
113100,California Institute of Technology,Pasadena,CA,2000,9/1/11,"$17,514.00 ",,Contract,FRANCE,AREVA,
113100,California Institute of Technology,Pasadena,CA,2009,9/1/11,$30.00 ,,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM,
113100,California Institute of Technology,Pasadena,CA,2009,9/1/11,"$1,687.00 ",,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM,
113100,California Institute of Technology,Pasadena,CA,2009,9/1/11,"$2,024.00 ",,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM,
113100,California Institute of Technology,Pasadena,CA,2000,9/1/11,"$13,150.00 ",,Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP,
113100,California Institute of Technology,Pasadena,CA,1999,9/1/11,"$26,307.00 ",,Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP,
113100,California Institute of Technology,Pasadena,CA,1999,9/1/11,"$12,397.00 ",,Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP,
113100,California Institute of Technology,Pasadena,CA,1999,9/1/11,"$12,256.00 ",,Contract,JAPAN,PETROBRAS,
113100,California Institute of Technology,Pasadena,CA,2009,9/1/11,"$21,739.00 ",,Contract,JAPAN,TAMAGAWA UNIVERSITY,
113100,California Institute of Technology,Pasadena,CA,2009,9/1/11,"$11,342.00 ",,Contract,FRANCE,SAINT GOBAIN CRISTAUX,
113100,California Institute of Technology,Pasadena,CA,2009,9/1/11,"$55,713.00 ",,Contract,SAUDI ARABIA,KING FAHD UNIVERSITY OF PETROLEUM &,
113100,California Institute of Technology,Pasadena,CA,2009,9/1/11,"$2,400.00 ",,Contract,CANADA,LUMERICAL SOLUTIONS INCORPORATED,
324200,Carnegie Mellon University,Pittsburgh,PA,2000,9/1/11,"$94,325,594.00 ",,Contract,SOUTH AFRICA,,
270700,Columbia University in the City of New York,New York,NY,2008,9/1/11,"$222,788.00 ",,Contract,FRANCE,INSTITUT DE RECHERCHES INTERNATIONA,
278500,New York University,New York,NY,2004,9/1/11,"$725,000.00 ",,Contract,ENGLAND,LSE,
278500,New York University,New York,NY,2003,9/1/11,"$311,408.00 ",,Contract,TURKEY,Bahcesehir University,
278500,New York University,New York,NY,2006,9/1/11,"$720,977.00 ",,Contract,MEXICO,Mexican Government (The Organizatio,
278500,New York University,New York,NY,2006,9/1/11,"$725,000.00 ",,Contract,FRANCE,HEC,
278500,New York University,New York,NY,2006,9/1/11,"$266,800.00 ",,Contract,AUSTRALIA,Hudson Molonglo PLY LTD,
278500,New York University,New York,NY,2006,9/1/11,"$376,161.00 ",,Contract,GERMANY,Arwobau,
198900,University of Kentucky,Lexington,KY,2004,9/1/11,"$20,049.00 ",,Contract,ENGLAND,GlaxoSmithKline,
232500,University of Michigan - Ann Arbor,Ann Arbor,MI,1997,9/1/11,"$999,443.00 ",,Contract,JAPAN,Toyota Engineering & Manufacturing,
232500,University of Michigan - Ann Arbor,Ann Arbor,MI,2004,9/1/11,"$315,899.00 ",,Contract,JAPAN,"Toyota Technical Center, USA, INC",
207700,Johns Hopkins University,Baltimore,MD,2011,6/30/11,"$3,490.00 ","$3,615.70 ",Monetary Gift,AUSTRALIA,,
207700,Johns Hopkins University,Baltimore,MD,2011,7/31/11,"$3,522.00 ","$3,648.85 ",Monetary Gift,SINGAPORE,,
220900,Trustees of the Smith College,Northampton,MA,2011,6/21/11,"$3,948.00 ","$4,090.19 ",Monetary Gift,ENGLAND,Charities Aid Foundation - CAF,
220900,Trustees of the Smith College,Northampton,MA,2011,1/27/11,"$3,963.00 ","$4,105.73 ",Monetary Gift,ENGLAND,Charities Aid Foundation - CAF,
207700,Johns Hopkins University,Baltimore,MD,2011,9/30/11,"$4,021.00 ","$4,165.82 ",Monetary Gift,TAIWAN,,
262700,Princeton University,Princeton,NJ,2011,4/28/11,"$4,072.00 ","$4,218.66 ",Monetary Gift,ENGLAND,Princeton Charitable Foundation Ltd,
220900,Trustees of the Smith College,Northampton,MA,2011,6/21/11,"$4,147.00 ","$4,296.36 ",Monetary Gift,ENGLAND,Charities Aid Foundation - CAF,
181300,Indiana University - Purdue University Indianapolis,Indianapolis,IN,2011,10/27/11,"$4,420.00 ","$4,579.19 ",Monetary Gift,SWITZERLAND,Novartis Pharmaceuticals,
270700,Columbia University in the City of New York,New York,NY,2011,10/6/11,"$4,600.00 ","$4,765.67 ",Monetary Gift,CANADA,Myrna Daniels,
131500,"University of California, Los Angeles",Los Angeles,CA,2011,9/14/11,"$4,925.00 ","$5,102.38 ",Monetary Gift,ENGLAND,Alliance Family Foundation,
131500,"University of California, Los Angeles",Los Angeles,CA,2011,11/30/11,"$5,000.00 ","$5,180.08 ",Monetary Gift,ENGLAND,"Kreiz, Ynon",
131500,"University of California, Los Angeles",Los Angeles,CA,2011,11/22/11,"$5,000.00 ","$5,180.08 ",Monetary Gift,ENGLAND,"Burdick, Charles",
181300,Indiana University - Purdue University Indianapolis,Indianapolis,IN,2011,7/1/11,"$5,000.00 ","$5,180.08 ",Monetary Gift,JAPAN,Millennium Pharmaceuticals,
262700,Princeton University,Princeton,NJ,2011,5/3/11,"$5,000.00 ","$5,180.08 ",Monetary Gift,ENGLAND,Princeton Charitable Foundation Ltd,
131500,"University of California, Los Angeles",Los Angeles,CA,2011,3/8/11,"$5,000.00 ","$5,180.08 ",Monetary Gift,ENGLAND,"Hufschmid, Hans",
131500,"University of California, Los Angeles",Los Angeles,CA,2011,3/1/11,"$5,000.00 ","$5,180.08 ",Monetary Gift,JAPAN,"Sumida, Tomohisa",
184000,University of Notre Dame,Notre Dame,IN,2011,1/21/11,"$5,133.00 ","$5,317.87 ",Monetary Gift,ENGLAND,Robert M. Conway Foundation,
262700,Princeton University,Princeton,NJ,2011,4/28/11,"$5,150.00 ","$5,335.48 ",Monetary Gift,ENGLAND,Princeton Charitable Foundation Ltd,
113100,California Institute of Technology,Pasadena,CA,2011,6/1/11,"$5,299.00 ","$5,489.85 ",Monetary Gift,SAUDI ARABIA,KACST NATIONAL CENTER FOR MATHEMATI,
113100,California Institute of Technology,Pasadena,CA,2011,6/1/11,"$5,299.00 ","$5,489.85 ",Monetary Gift,SAUDI ARABIA,KACST National Center for Mathemati,
207700,Johns Hopkins University,Baltimore,MD,2011,8/31/11,"$5,327.00 ","$5,518.86 ",Monetary Gift,CANADA,,
212100,Babson College,Babson Park,MA,2009,8/31/11,"$143,246.00 ",,Contract,SCOTLAND,Saltire,
212100,Babson College,Babson Park,MA,2009,8/31/11,"$130,605.00 ",,Contract,SWITZERLAND,Novartis International AG,
212100,Babson College,Babson Park,MA,2009,8/31/11,"$110,000.00 ",,Contract,FRANCE,HEC,
212100,Babson College,Babson Park,MA,2009,8/31/11,"$22,550.00 ",,Contract,CHILE,Universidad del Desarrollo,
113100,California Institute of Technology,Pasadena,CA,2009,8/31/11,$860.00 ,,Contract,GERMANY,ULM PHOTONICS,
113100,California Institute of Technology,Pasadena,CA,2009,8/31/11,"$1,049.00 ",,Contract,ENGLAND,MACMILLAN PUBLISHERS LTD dba NATURE,
113100,California Institute of Technology,Pasadena,CA,2009,8/31/11,"$1,039.00 ",,Contract,ENGLAND,INSTITUTE OF PHYSICS PUBLISHING LTD,
278500,New York University,New York,NY,2003,8/31/11,"$367,887.00 ",,Contract,ENGLAND,British Broacasting Corporation,
360400,Rice University,Houston,TX,2006,8/31/11,"$266,003.00 ",,Contract,FINLAND,Renesas Electronics Corp.,
199900,University of Louisville,Louisville,KY,2011,9/2/11,"$6,000.00 ","$6,216.10 ",Monetary Gift,CANADA,Ray Bouchard,
207700,Johns Hopkins University,Baltimore,MD,2011,10/31/11,"$6,194.00 ","$6,417.08 ",Monetary Gift,AUSTRALIA,,
215500,Harvard University,Cambridge,MA,2006,8/29/11,"$1,748,590.00 ",,Contract,CYPRUS,,
282300,Saint John's University,Jamaica,NY,2006,8/29/11,"$499,980.00 ",,Contract,ITALY,Euro Master Studies S.r.l,
282300,Saint John's University,Jamaica,NY,1997,8/29/11,"$300,000.00 ",,Contract,ENGLAND,Language Studies Centres,
207700,Johns Hopkins University,Baltimore,MD,2011,3/31/11,"$6,195.00 ","$6,418.12 ",Monetary Gift,AUSTRALIA,,
143400,American University (The),Washington,DC,2009,8/26/11,"$779,753.00 ",,Contract,NIGERIA,,
371900,Longwood University,Farmville,VA,2007,8/26/11,"$474,202.00 ",,Contract,CHINA,Anhui University of Technology,
278500,New York University,New York,NY,2006,8/26/11,"$803,301.00 ",,Contract,AUSTRALIA,AUSTRALIAN AGENCY FOR INTl DVL,
131500,"University of California, Los Angeles",Los Angeles,CA,2011,12/12/11,"$6,350.00 ","$6,578.70 ",Monetary Gift,JAPAN,"Two 4 Seven, Inc",
113100,California Institute of Technology,Pasadena,CA,2011,1/31/11,"$6,631.00 ","$6,869.82 ",Monetary Gift,SAUDI ARABIA,KACST National Center for Mathemati,
113100,California Institute of Technology,Pasadena,CA,2011,1/31/11,"$6,631.00 ","$6,869.82 ",Monetary Gift,SAUDI ARABIA,KACST NATIONAL CENTER FOR MATHEMATI,
181300,Indiana University - Purdue University Indianapolis,Indianapolis,IN,2011,7/21/11,"$7,000.00 ","$7,252.11 ",Monetary Gift,ENGLAND,Astrazeneca LP,
270700,Columbia University in the City of New York,New York,NY,2011,10/6/11,"$7,500.00 ","$7,770.12 ",Monetary Gift,ENGLAND,John H. Porter,
282300,Saint John's University,Jamaica,NY,2011,12/30/11,"$7,830.00 ","$8,112.01 ",Monetary Gift,SWITZERLAND,Zurich American Insurance Company,
262700,Princeton University,Princeton,NJ,2011,6/30/11,"$8,224.00 ","$8,520.20 ",Monetary Gift,ENGLAND,Princeton Charitable Foundation Ltd,
113100,California Institute of Technology,Pasadena,CA,2009,8/25/11,"$12,500.00 ",,Contract,CANADA,BCA RESEARCH,
113100,California Institute of Technology,Pasadena,CA,2009,8/25/11,$721.00 ,,Contract,CANADA,TRANS PROVINCIAL FREIGHT CARRIERS,
156900,Georgia Institute of Technology,Atlanta,GA,2007,8/25/11,"$253,653.00 ",,Contract,GERMANY,M Braun Inc,
207700,Johns Hopkins University,Baltimore,MD,2011,5/31/11,"$8,425.00 ","$8,728.43 ",Monetary Gift,FRANCE,,
113100,California Institute of Technology,Pasadena,CA,2009,8/24/11,$160.00 ,,Contract,JAPAN,NARD INSTITUTE LTD,
113100,California Institute of Technology,Pasadena,CA,2009,8/24/11,"$2,980.00 ",,Contract,CANADA,DORIC LENSES,
207700,Johns Hopkins University,Baltimore,MD,2011,6/30/11,"$8,618.00 ","$8,928.39 ",Monetary Gift,NORWAY,,
207700,Johns Hopkins University,Baltimore,MD,2011,5/31/11,"$8,695.00 ","$9,008.16 ",Monetary Gift,AUSTRALIA,,
207700,Johns Hopkins University,Baltimore,MD,2011,7/31/11,"$9,389.00 ","$9,727.15 ",Monetary Gift,ISRAEL,,
113100,California Institute of Technology,Pasadena,CA,2009,8/22/11,"$1,951.00 ",,Contract,FRANCE,"MELIKE, KARA",
113100,California Institute of Technology,Pasadena,CA,2009,8/22/11,"$1,005.00 ",,Contract,FRANCE,"MITRUSHKIN, ALEXANDRE",
379800,University of Washington - Seattle,Seattle,WA,1994,8/22/11,"$302,576.00 ",,Contract,AUSTRALIA,Griffith University,
181300,Indiana University - Purdue University Indianapolis,Indianapolis,IN,2011,3/24/11,"$9,400.00 ","$9,738.55 ",Monetary Gift,JAPAN,Toyota Motor Eng & Manf N America,
113100,California Institute of Technology,Pasadena,CA,2009,8/19/11,$743.00 ,,Contract,ENGLAND,CAMBRIDGE UNIVERSITY PRESS,
113100,California Institute of Technology,Pasadena,CA,2009,8/19/11,"$1,785.00 ",,Contract,CANADA,E ACADEMY INC,
232500,University of Michigan - Ann Arbor,Ann Arbor,MI,1997,8/19/11,"$130,052.00 ",,Contract,GERMANY,Bayer Corp,
198900,University of Kentucky,Lexington,KY,2004,8/18/11,"$1,892.00 ",,Contract,ENGLAND,GlaxoSmithKline,
207700,Johns Hopkins University,Baltimore,MD,2011,12/31/11,"$10,000.00 ","$10,360.16 ",Monetary Gift,GREECE,,
232500,University of Michigan - Ann Arbor,Ann Arbor,MI,1997,8/17/11,"$108,332.00 ",,Contract,GERMANY,Bayer Corp,
232500,University of Michigan - Ann Arbor,Ann Arbor,MI,2004,8/17/11,"$142,539.00 ",,Contract,GERMANY,Bayer Corporation,
375400,Virginia Polytechnic Institute & State University,Blacksburg,VA,2003,8/17/11,"$1,500,000.00 ",,Contract,SAUDI ARABIA,King Abdullah Scholarship Program,
375400,Virginia Polytechnic Institute & State University,Blacksburg,VA,2003,8/17/11,"$1,500,000.00 ",,Contract,SAUDI ARABIA,King Abdullah Scholarship Program (,
131500,"University of California, Los Angeles",Los Angeles,CA,2011,12/31/11,"$10,000.00 ","$10,360.16 ",Monetary Gift,JAPAN,Okawa Foundation,
131500,"University of California, Los Angeles",Los Angeles,CA,2011,12/31/11,"$10,000.00 ","$10,360.16 ",Monetary Gift,JAPAN,Sony Corp Gotenyama,
113100,California Institute of Technology,Pasadena,CA,2011,11/22/11,"$10,000.00 ","$10,360.16 ",Monetary Gift,JAPAN,The Okawa Foundation,
131500,"University of California, Los Angeles",Los Angeles,CA,2011,11/15/11,"$10,000.00 ","$10,360.16 ",Monetary Gift,JAPAN,"Komiyama, Yataro",
198900,University of Kentucky,Lexington,KY,2001,8/16/11,$800.00 ,,Contract,CHINA,Confucius Inst. Hdquarters of China,
198900,University of Kentucky,Lexington,KY,2004,8/16/11,"$9,000.00 ",,Contract,ENGLAND,GlaxoSmithKline,
207700,Johns Hopkins University,Baltimore,MD,2011,9/30/11,"$10,000.00 ","$10,360.16 ",Monetary Gift,MONACO,,
131500,"University of California, Los Angeles",Los Angeles,CA,2011,7/18/11,"$10,000.00 ","$10,360.16 ",Monetary Gift,TAIWAN,MediTek Inc,
113100,California Institute of Technology,Pasadena,CA,2009,8/15/11,"$1,923.00 ",,Contract,FRANCE,"MELIKE, KARA",
113100,California Institute of Technology,Pasadena,CA,2009,8/15/11,"$1,165.00 ",,Contract,FRANCE,"SHUKAN, TATYANA",
232500,University of Michigan - Ann Arbor,Ann Arbor,MI,2004,8/15/11,"$128,050.00 ",,Contract,SWITZERLAND,Novartis,
113100,California Institute of Technology,Pasadena,CA,2011,2/22/11,"$10,000.00 ","$10,360.16 ",Monetary Gift,CANADA,ENERGENT INCORPORATED,
113100,California Institute of Technology,Pasadena,CA,2011,2/22/11,"$10,000.00 ","$10,360.16 ",Monetary Gift,CANADA,ENERGENT INCORPORATED,
207700,Johns Hopkins University,Baltimore,MD,2011,10/31/11,"$10,100.00 ","$10,463.76 ",Monetary Gift,SAUDI ARABIA,,
207700,Johns Hopkins University,Baltimore,MD,2011,11/30/11,"$10,115.00 ","$10,479.30 ",Monetary Gift,JAPAN,,
113100,California Institute of Technology,Pasadena,CA,2009,8/11/11,"$32,850.00 ",,Contract,CANADA,TERAXION INC,
212100,Babson College,Babson Park,MA,2009,8/10/11,"$81,344.00 ",,Contract,GERMANY,Draegerwerk AG,
113100,California Institute of Technology,Pasadena,CA,2009,8/10/11,$810.00 ,,Contract,ENGLAND,CANTOR AND NISSEL LIMITED,
282300,Saint John's University,Jamaica,NY,2006,8/10/11,"$35,563.00 ",,Contract,ENGLAND,Language Studies Centres,
207700,Johns Hopkins University,Baltimore,MD,2011,4/30/11,"$10,355.00 ","$10,727.95 ",Monetary Gift,ITALY,,
207700,Johns Hopkins University,Baltimore,MD,2011,12/31/11,"$10,551.00 ","$10,931.00 ",Monetary Gift,BANGLADESH,,
207700,Johns Hopkins University,Baltimore,MD,2011,4/30/11,"$10,946.00 ","$11,340.23 ",Monetary Gift,SPAIN,,
270700,Columbia University in the City of New York,New York,NY,2011,5/1/11,"$10,951.00 ","$11,345.41 ",Monetary Gift,UNITED NATIONS,UNICEF,
113100,California Institute of Technology,Pasadena,CA,2009,8/9/11,"$2,509.00 ",,Contract,ENGLAND,NATURE AMERICA INCORPORATED,
215500,Harvard University,Cambridge,MA,2006,8/9/11,"$169,626.00 ",,Contract,CHILE,,
215500,Harvard University,Cambridge,MA,2006,8/9/11,"$1,492,488.00 ",,Contract,GERMANY,,
232500,University of Michigan - Ann Arbor,Ann Arbor,MI,1997,8/9/11,"$121,577.00 ",,Contract,FRANCE,"AB Science, S.A.",
207700,Johns Hopkins University,Baltimore,MD,2011,11/30/11,"$11,000.00 ","$11,396.18 ",Monetary Gift,SAUDI ARABIA,,
181300,Indiana University - Purdue University Indianapolis,Indianapolis,IN,2006,8/8/11,"$57,949.00 ",,Contract,SWITZERLAND,Novartis Pharmaceuticals Corp.,
181300,Indiana University - Purdue University Indianapolis,Indianapolis,IN,2006,8/8/11,"$99,999.00 ",,Contract,ENGLAND,Astrazeneca LP,
207700,Johns Hopkins University,Baltimore,MD,2011,2/28/11,"$11,000.00 ","$11,396.18 ",Monetary Gift,THE NETHERLANDS,,
270700,Columbia University in the City of New York,New York,NY,2011,1/1/11,"$11,984.00 ","$12,415.62 ",Monetary Gift,UNITED NATIONS,UNITED NATIONS DEVELOPMENT PROGRAMM,
113100,California Institute of Technology,Pasadena,CA,2009,8/5/11,$500.00 ,,Contract,CANADA,LUMEN DYNAMICS GROUP INC,
130500,Stanford University,Stanford,CA,2011,1/31/11,"$11,985.00 ","$12,416.65 ",Monetary Gift,SOUTH KOREA,,
184000,University of Notre Dame,Notre Dame,IN,2011,4/1/11,"$12,000.00 ","$12,432.19 ",Monetary Gift,BRAZIL,Christopher R. Lund,
113100,California Institute of Technology,Pasadena,CA,2001,8/4/11,"$1,458.00 ",,Contract,ENGLAND,SELEX GALILEO INFRARED LTD,
198900,University of Kentucky,Lexington,KY,1994,8/4/11,$800.00 ,,Contract,CHINA,Confucius Inst. Hdquarters of China,
199900,University of Louisville,Louisville,KY,2004,8/4/11,"$41,214.00 ",,Contract,FRANCE,bioMerieux,
113100,California Institute of Technology,Pasadena,CA,2011,1/28/11,"$12,000.00 ","$12,432.19 ",Monetary Gift,JAPAN,"SHIONOGI & CO., LTD",
113100,California Institute of Technology,Pasadena,CA,2011,1/28/11,"$12,000.00 ","$12,432.19 ",Monetary Gift,JAPAN,"Shionogi & Co., LTD",
113100,California Institute of Technology,Pasadena,CA,2009,8/3/11,"$2,557.00 ",,Contract,CANADA,KITCO INCORPORATED,
198900,University of Kentucky,Lexington,KY,1999,8/3/11,"$8,587.00 ",,Contract,BELGIUM,Janssen Alzheimer Immunotherapy Res,
232500,University of Michigan - Ann Arbor,Ann Arbor,MI,2004,8/3/11,"$262,776.00 ",,Contract,ENGLAND,GlaxoSmithKline,
207700,Johns Hopkins University,Baltimore,MD,2011,2/28/11,"$12,195.00 ","$12,634.22 ",Monetary Gift,AUSTRALIA,,
181300,Indiana University - Purdue University Indianapolis,Indianapolis,IN,2011,9/28/11,"$12,234.00 ","$12,674.62 ",Monetary Gift,SWITZERLAND,Novartis Pharmaceuticals,
207700,Johns Hopkins University,Baltimore,MD,2011,3/31/11,"$13,385.00 ","$13,867.07 ",Monetary Gift,SAUDI ARABIA,,
113100,California Institute of Technology,Pasadena,CA,2011,1/28/11,"$13,939.00 ","$14,441.03 ",Monetary Gift,JAPAN,UNIVERSITY OF TOKYO,
113100,California Institute of Technology,Pasadena,CA,2011,1/28/11,"$13,939.00 ","$14,441.03 ",Monetary Gift,JAPAN,University of Tokyo,
113100,California Institute of Technology,Pasadena,CA,2011,8/1/11,"$3,948.00 ",,Contract,SOUTH KOREA,KOREA INSTITUTE OF SCIENCE AND TECH,
113100,California Institute of Technology,Pasadena,CA,2011,8/1/11,"$7,551.00 ",,Contract,SOUTH KOREA,"SAMSUNG ELECTRONICS COMPANY, LTD.",
113100,California Institute of Technology,Pasadena,CA,2011,8/1/11,"$2,013.00 ",,Contract,SOUTH KOREA,KOREA INSTITUTE OF SCIENCE AND TECH,
270700,Columbia University in the City of New York,New York,NY,2011,4/1/11,"$14,608.00 ","$15,134.12 ",Monetary Gift,UNITED NATIONS,UNICEF,
207700,Johns Hopkins University,Baltimore,MD,2011,2/28/11,"$14,866.00 ","$15,401.41 ",Monetary Gift,PERU,,
207700,Johns Hopkins University,Baltimore,MD,2011,9/30/11,"$14,892.00 ","$15,428.35 ",Monetary Gift,ITALY,,
113100,California Institute of Technology,Pasadena,CA,2009,8/1/11,$130.00 ,,Contract,JAPAN,BRAIN SCIENCE INSTITUTE,
113100,California Institute of Technology,Pasadena,CA,2009,8/1/11,"$192,850.00 ",,Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC,
113100,California Institute of Technology,Pasadena,CA,2009,8/1/11,"$2,775.00 ",,Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC,
113100,California Institute of Technology,Pasadena,CA,2009,8/1/11,"$44,289.00 ",,Contract,SAUDI ARABIA,KING FAHD UNIVERSITY OF PETROLEUM &,
113100,California Institute of Technology,Pasadena,CA,2009,8/1/11,"$17,850.00 ",,Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC,
113100,California Institute of Technology,Pasadena,CA,2009,8/1/11,"$6,641.00 ",,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM,
113100,California Institute of Technology,Pasadena,CA,2009,8/1/11,"$2,109.00 ",,Contract,FRANCE,CENTRE NATIONAL D'ETUDES SPATIALES,
113100,California Institute of Technology,Pasadena,CA,2009,8/1/11,"$11,449.00 ",,Contract,FRANCE,AREVA,
113100,California Institute of Technology,Pasadena,CA,2009,8/1/11,"$9,553.00 ",,Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP,
113100,California Institute of Technology,Pasadena,CA,2009,8/1/11,"$8,972.00 ",,Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP,
113100,California Institute of Technology,Pasadena,CA,2009,8/1/11,"$7,571.00 ",,Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP,
113100,California Institute of Technology,Pasadena,CA,2009,8/1/11,"$3,743.00 ",,Contract,JAPAN,THE UNIVERSITY OF TOKYO,
324200,Carnegie Mellon University,Pittsburgh,PA,2008,8/1/11,"$7,240,609.00 ",,Contract,QATAR,,
250300,Missouri State University,Springfield,MO,1997,8/1/11,"$1,523,408.00 ",,Contract,CHINA,IMEC,
250300,Missouri State University,Springfield,MO,2006,8/1/11,"$866,000.00 ",,Contract,CHINA,Liaoning Normal University,
113100,California Institute of Technology,Pasadena,CA,2011,12/7/11,"$14,975.00 ","$15,514.34 ",Monetary Gift,ENGLAND,CAF (Charity Payments),
113100,California Institute of Technology,Pasadena,CA,2011,6/2/11,"$14,975.00 ","$15,514.34 ",Monetary Gift,ENGLAND,CAF (Charity Payments),
113100,California Institute of Technology,Pasadena,CA,2011,6/2/11,"$14,975.00 ","$15,514.34 ",Monetary Gift,ENGLAND,CAF (Charity Payments),
131500,"University of California, Los Angeles",Los Angeles,CA,2011,12/16/11,"$15,000.00 ","$15,540.24 ",Monetary Gift,ENGLAND,Eight Strands Foundation,
270700,Columbia University in the City of New York,New York,NY,2011,5/10/11,"$15,000.00 ","$15,540.24 ",Monetary Gift,UNITED NATIONS,UNICEF,
207700,Johns Hopkins University,Baltimore,MD,2011,12/31/11,"$15,229.00 ","$15,777.49 ",Monetary Gift,UGANDA,,
207700,Johns Hopkins University,Baltimore,MD,2011,6/30/11,"$15,525.00 ","$16,084.15 ",Monetary Gift,SAUDI ARABIA,,
207700,Johns Hopkins University,Baltimore,MD,2011,11/30/11,"$15,629.00 ","$16,191.89 ",Monetary Gift,UGANDA,,
207700,Johns Hopkins University,Baltimore,MD,2011,1/31/11,"$15,708.00 ","$16,273.74 ",Monetary Gift,AUSTRALIA,,
207700,Johns Hopkins University,Baltimore,MD,2011,3/31/11,"$16,215.00 ","$16,799.00 ",Monetary Gift,DENMARK,,
207700,Johns Hopkins University,Baltimore,MD,2011,11/30/11,"$16,368.00 ","$16,957.51 ",Monetary Gift,ISRAEL,,
207700,Johns Hopkins University,Baltimore,MD,2011,4/30/11,"$16,469.00 ","$17,062.15 ",Monetary Gift,CANADA,,
131500,"University of California, Los Angeles",Los Angeles,CA,2011,11/29/11,"$16,672.00 ","$17,272.46 ",Monetary Gift,HONG KONG,Li Shu Fan Medical Foundation,
207700,Johns Hopkins University,Baltimore,MD,2011,10/31/11,"$17,279.00 ","$17,901.32 ",Monetary Gift,SOUTH KOREA,,
207700,Johns Hopkins University,Baltimore,MD,2011,9/30/11,"$17,548.00 ","$18,180.01 ",Monetary Gift,SPAIN,,
181300,Indiana University - Purdue University Indianapolis,Indianapolis,IN,2011,11/14/11,"$17,655.00 ","$18,290.86 ",Monetary Gift,IRELAND,Janssen Alzheimer Immunotherphy LLC,
207700,Johns Hopkins University,Baltimore,MD,2011,4/30/11,"$17,676.00 ","$18,312.62 ",Monetary Gift,DENMARK,,
184000,University of Notre Dame,Notre Dame,IN,2011,1/21/11,"$17,707.00 ","$18,344.74 ",Monetary Gift,ENGLAND,Robert M. Conway Foundation,
207700,Johns Hopkins University,Baltimore,MD,2011,3/31/11,"$17,865.00 ","$18,508.43 ",Monetary Gift,ISRAEL,,
130500,Stanford University,Stanford,CA,2011,3/11/11,"$18,000.00 ","$18,648.29 ",Monetary Gift,SAUDI ARABIA,,
207700,Johns Hopkins University,Baltimore,MD,2011,5/31/11,"$18,251.00 ","$18,908.33 ",Monetary Gift,THE NETHERLANDS,,
212100,Babson College,Babson Park,MA,2009,7/31/11,"$175,918.00 ",,Contract,THE NETHERLANDS,DSM Business Support BV,
207700,Johns Hopkins University,Baltimore,MD,2011,9/30/11,"$18,971.00 ","$19,654.26 ",Monetary Gift,DENMARK,,
207700,Johns Hopkins University,Baltimore,MD,2011,8/31/11,"$19,109.00 ","$19,797.23 ",Monetary Gift,KAZAKHSTAN,,
113100,California Institute of Technology,Pasadena,CA,2009,7/29/11,"$10,001.00 ",,Contract,GERMANY,MILDE MARKETING,
113100,California Institute of Technology,Pasadena,CA,2002,7/29/11,"$2,575.00 ",,Contract,ENGLAND,GURALP SYSTEMS LIMITED,
198900,University of Kentucky,Lexington,KY,2002,7/29/11,"$4,847.00 ",,Contract,BELGIUM,Janssen Alzheimer Immunotherapy Res,
